No,Tình,Tên cụm,Loại cụm,Mô tả,Một số điểm trong cụm,Tiếp giáp
217,Sơn La,Bắc Yên,Cụm nhỏ,"Săn mây ""Sống lưng Khủng Long"" thiên đường mây, trekking chinh phục các đỉnh núi đại ngàn, ngắm ruộng bậc thang kỳ vĩ và khám phá đồi cỏ.","• Sống lưng Khủng Long Tà Xùa

• Đỉnh Tà Xùa & Đỉnh Lảo Thẩn (đoạn giáp ranh)

• Cây táo mèo cô đơn Tà Xùa

• Mỏm đá Đầu Rùa Tà Xùa

• Ruộng bậc thang Xím Vàng

• Đồi cỏ Pu Nhi (Đường lên Bắc Yên)

• Hồ Suối Chiếu

• Hang A Phủ (Hồng Ngài)","Mộc Châu, Sơn La, Mù Cang Chải (Yên Bái), Trạm Tấu (Yên Bái)"
218,Sơn La,Quỳnh Nhai,Cụm nhỏ,"Du ngoạn lòng hồ Thủy điện Sơn La (""Vịnh Hạ Long trên núi"" Tây Bắc), chiêm bái đảo tâm linh, trải nghiệm lễ hội đua thuyền và ẩm thực lòng hồ.","• Lòng hồ Thủy điện Sơn La

• Đền Uy Thần (Đền Nàng Han)

• Đảo Uy Bằng

• Cầu Pá Uôn (Cầu có trụ cao nhất Việt Nam)

• Vịnh Uy Phong

• Đảo Trái Tim

• Suối nước nóng Nậm Păm

• Chợ cá lòng hồ Quỳnh Nhai","Sơn La, Bắc Yên, Điện Biên, Than Uyên (Lai Châu)"
219,Sơn La,Sông Mã,Cụm nhỏ,"Trải nghiệm du lịch sinh thái vựa nhãn lớn nhất miền Bắc, tìm hiểu di tích lịch sử biên giới Việt - Lào, tắm suối khoáng nóng và du lịch bản làng.","• Vựa nhãn Sông Mã

• Di tích Căn cứ Cách mạng Mường Chanh

• Cửa khẩu Quốc tế Chiềng Khương

• Suối khoáng nóng Bó Lách

• Sông Mã (đoạn chảy qua Sông Mã)

• Bản Nà Phông

• Tháp Mường Luân (đoạn giáp Điện Biên)","Sơn La, Mộc Châu, Điện Biên"
220,Lạng Sơn,Lạng Sơn,Cụm lớn,"Du lịch đô thị biên giới, mua sắm chợ cửa khẩu sầm uất, vãn cảnh động tự nhiên - chùa di sản, di tích lịch sử ải đèo và chiêm bái các ngôi đền linh thiêng.","• Thành phố Lạng Sơn

• Động Tam Thanh & Chùa Tam Thanh

• Động Nhị Thanh & Chùa Tam Giáo

• Núi Tô Thị & Thành nhà Mạc

• Cửa khẩu Quốc tế Hữu Nghị

• Chợ Đông Kinh & Chợ Kỳ Lừa

• Đền Kỳ Cùng

• Đền Mẫu Đồng Đăng

• Di tích Lịch sử Ải Chi Lăng

• Công viên Chợ Đêm Lạng Sơn","Mẫu Sơn, Bắc Sơn, Hữu Lũng, Trùng Khánh (Cao Bằng), Bình Liêu (Quảng Ninh)"
221,Lạng Sơn,Mẫu Sơn,Cụm nhỏ,"Nghỉ dưỡng khí hậu cao nguyên núi cao, săn mây - săn tuyết mùa đông, thưởng thức rượu Mẫu Sơn, trà Shan Tuyết và khám phá văn hóa bản địa Dao, Tày.","• Quần thể danh thắng Mẫu Sơn (Đỉnh Mẫu Sơn)

• Khu linh địa cổ Mẫu Sơn

• Làng du lịch cộng đồng Đèo Túc / Khuổi Cấp

• Mũi Pháo Mẫu Sơn

• Suối Long Đầu

• Bản Khuổi Cấp (Dân tộc Dao)

• Thác Khau Nhót","Lạng Sơn, Bình Liêu (Quảng Ninh)"
222,Lạng Sơn,Bắc Sơn,Cụm nhỏ,"Săn ảnh thung lũng lúa chín vàng kỳ vĩ, leo núi chinh phục đỉnh Nà Lay, tìm hiểu di tích lịch sử khởi nghĩa và du lịch cộng đồng dân tộc Tày.","• Thung lũng lúa Bắc Sơn

• Đỉnh núi Nà Lay (Trạm vi ba Bắc Sơn)

• Làng du lịch cộng đồng Quỳnh Sơn

• Bảo tàng Khởi nghĩa Bắc Sơn

• Suối Mơ Bắc Sơn

• Thác Đăng Mo (Bình Gia)

• Hang Sấm

• Đèo Tam Canh","Lạng Sơn, Hữu Lũng, Thái Nguyên, Yên Thế (Bắc Giang)"
223,Lạng Sơn,Hữu Lũng,Cụm nhỏ,"Thám hiểm ""thảo nguyên Mông Cổ"" Đồng Lâm, leo núi thể thao mạo hiểm, hành hương đền Mẫu Bắc Lệ linh thiêng và tắm suối hồ tự nhiên.","• Thảo nguyên Đồng Lâm (Hữu Liên)

• Làng du lịch cộng đồng Hữu Liên

• Đền Bắc Lệ (Trung tâm thờ Mẫu Thượng Ngàn)

• Hồ Pác Mỏ

• Hồ Nong Dùng

• Điểm leo núi mạo hiểm Yên Thịnh

• Đền Quan Giám Sát

• Thác Mỏ Mắm (Hữu Lũng)","Lạng Sơn, Bắc Sơn, Bắc Giang, Yên Thế (Bắc Giang)"
224,Điện Biên,Điện Biên Phủ,Cụm lớn,"Thám hiểm Quần thể Di tích Quốc gia Đặc biệt Chiến trường Điện Biên Phủ, du lịch lịch sử - tâm linh, trải nghiệm lòng hồ sinh thái, tắm khoáng nóng và ẩm thực Thái - H'Mông.","• Bảo tàng Chiến thắng Điện Biên Phủ (Bức tranh Panorama)

• Tượng đài Chiến thắng Điện Biên Phủ (Đồi D1)

• Di tích Đồi A1

• Hầm De Castries (Hầm Bếttơ)

• Cầu Mường Thanh & Sông Nậm Rốm

• Nghĩa trang Liệt sĩ Quốc gia A1

• Sở Chỉ huy Chiến dịch Điện Biên Phủ (Mường Phăng)

• Đền thờ Liệt sĩ tại Chiến trường Điện Biên Phủ

• Hồ Pá Khoang

• Đảo Hoa Cherry Pá Khoang

• Khu du lịch khoáng nóng U Va / Bản Ten

• Đèo Pha Đín (đoạn Điện Biên)

• Chợ Mường Thanh","Mường Lay, A Pa Chải, Sơn La, Quỳnh Nhai (Sơn La)"
225,Điện Biên,Mường Lay,Cụm nhỏ,"Du ngoạn lòng hồ Thủy điện Mường Lay, check-in ""đô thị nhà sàn"" độc đáo của người Thái trắng, trải nghiệm lễ hội đua thuyền đuôi én và du lịch sinh thái sông nước.","• Thị xã Mường Lay

• Lòng hồ Thủy điện Mường Lay (Sông Đà)

• Làng du lịch cộng đồng Bản Nậm Cản / Lay Nưa

• Phế tích Dinh Tỉnh trưởng Mường Lay (Dinh Đèo Văn Long)

• Hang Huổi Lóng

• Cầu Mường Lay

• Suối Nậm Lay","Điện Biên Phủ, A Pa Chải, Mường Tè (Lai Châu), Phong Thổ (Lai Châu)"
226,Điện Biên,A Pa Chải,Cụm nhỏ,"Chinh phục cột mốc Cực Tây Tổ quốc ""một con gà gáy ba nước cùng nghe"", phượt đường biên mốc giới, thám hiểm nguyên sinh và khám phá cao nguyên đá, văn hóa Hà Nhì - Mông.","• Cột mốc 0 A Pa Chải (Ngã ba biên giới Việt - Lào - Trung)

• Đồn Biên phòng A Pa Chải

• Lối mở biên giới A Pa Chải - Long Phú

• Cửa khẩu Quốc tế Tây Trang

• Bản Tả Kố Phừ (Văn hóa dân tộc Hà Nhì)

• Cao nguyên đá Tủa Chùa

• Chợ phiên Tủa Chùa

• Hang Khó Chua La (Tủa Chùa)

• Tháp Mường Luân (Điện Biên Đông)

• Rừng nguyên sinh Mường Nhé","Điện Biên Phủ, Mường Lay, Mường Tè (Lai Châu), Sông Mã (Sơn La)"
227,Thái Nguyên,Bắc Kạn,Cụm lớn,"Du lịch đô thị trung tâm, thăm di tích lịch sử chiến thắng, vãn cảnh đền chùa tâm linh, thưởng thức ẩm thực đặc sản núi rừng và dã ngoại hồ sinh thái.","• Thành phố Bắc Kạn

• Di tích Lịch sử Đèo Giàng

• Di tích Đèo Gió

• Đền Thắm (Chợ Mới)

• Thác Nà Khoang (Ngân Sơn)

• Đền Thạch Long

• Hồ Bản Chang

• Chợ trung tâm Bắc Kạn","Ba Bể, Chợ Đồn, Thái Nguyên, Cao Bằng"
228,Thái Nguyên,Ba Bể,Cụm lớn,"Du ngoạn Danh thắng Quốc gia Đặc biệt Hồ Ba Bể, thám hiểm động karst ngầm, trekking Vườn quốc gia, chèo thuyền Kayak và du lịch cộng đồng bản Tày.","• Vườn quốc gia Ba Bể

• Hồ Ba Bể (Sông Năng)

• Động Puông

• Thác Đầu Đẳng

• Hang Hua Mạ

• Ao Tiên

• Đền An Mạ

• Đảo Bà Góa

• Làng du lịch cộng đồng Pác Ngòi / Cốc Tộc / Bố Lù

• Động Tham Phầy","Bắc Kạn, Chợ Đồn, Tuyên Quang, Cao Bằng"
229,Thái Nguyên,Chợ Đồn,Cụm nhỏ,"Tìm hiểu di tích lịch sử An toàn khu (ATK) Bắc Kạn, thám hiểm hang động núi đá hoang sơ, cắm trại dã ngoại và sinh thái rừng đồi.","• Di tích Lịch sử Quốc gia Đặc biệt ATK Chợ Đồn (Nà Pài, Khuổi Linh, Bản Ca)

• Hang Thạch Long (Chợ Đồn)

• Thác Nà Lòng

• Hồ Phai Khắt

• Rừng Khau Mạ","Bắc Kạn, Ba Bể, ATK Định Hóa (Thái Nguyên), Tuyên Quang"
230,Thái Nguyên,Thái Nguyên,Cụm lớn,"Check-in ""Thủ phủ trà"" xứ Thái, du ngoạn hồ huyền thoại Hồ Núi Cốc, khám phá bảo tàng văn hóa dân tộc, trải nghiệm làng sinh thái và nghỉ dưỡng đô thị.","• Thành phố Thái Nguyên

• Vùng trà đặc sản Tân Cương (Không gian văn hóa Trà Tân Cương)

• Khu du lịch Hồ Núi Cốc

• Bảo tàng Văn hóa các Dân tộc Việt Nam

• Làng du lịch sinh thái Thái Hai

• Chùa Hang (Kim Sơn Tự)

• Chùa Phủ Liễn

• Quảng trường Võ Nguyên Giáp

• Khu du lịch sinh thái Dũng Tân (Sông Công)

• Chợ Thái","ATK Định Hóa, Võ Nhai, Bắc Kạn, Tam Đảo (Vĩnh Phúc), Sóc Sơn (Hà Nội), Bắc Giang"
231,Thái Nguyên,ATK Định Hóa,Cụm nhỏ,"Hành hương Di tích Quốc gia Đặc biệt ""Thủ đô kháng chiến"" ATK Định Hóa, trekking đèo núi lịch sử, tắm suối thác nguyên sinh và văn hóa Tày, San Dìu.","• Khu di tích Quốc gia Đặc biệt ATK Định Hóa (Đồi Tỉn Keo, Khau Tụ, Nà Dài, Nhà trưng bày ATK)

• Chùa Hang Định Hóa

• Đèo De

• Thác Tat Mạ

• Thác 7 Tầng

• Hồ Bảo Linh","Thái Nguyên, Chợ Đồn (Bắc Kạn), Tuyên Quang"
232,Thái Nguyên,Võ Nhai,Cụm nhỏ,"Thám hiểm quần thể hang động - suối ngầm kỳ thú, check-in di chỉ khảo cổ học tiền sử, tắm thác nước hùng vĩ và cắm trại thung lũng đá vôi.","• Danh thắng Hang Phượng Hoàng & Suối Mỏ Gà

• Mái đá Ngườm (Di chỉ khảo cổ đồ đá cũ)

• Thác Mưa Rơi (Thác Nam Me)

• Thác Mối

• Hồ Ghềnh Chè (Đồng Hỷ)

• Rừng Mèo Lộc Phượng

• Hang Mỏ Mắm","Thái Nguyên, Bắc Sơn (Lạng Sơn), Hữu Lũng (Lạng Sơn), Bắc Giang"
233,Lào Cai,Sa Pa,Cụm lớn,"Chinh phục ""Nóc nhà Đông Dương"", nghỉ dưỡng núi cao khí hậu ôn đới, check-in đèo hùng vĩ, thám hiểm thung lũng lúa và văn hóa H'Mông, Dao đỏ.","• Sun World Fansipan Legend (Đỉnh Fansipan, Cáp treo Fansipan, Quần thể tâm linh đỉnh Fansipan)

• Nhà thờ đá Sa Pa

• Bản Cát Cát

• Bản Tả Van & Bản Lao Chải

• Bản Tả Phìn

• Thung lũng Mường Hoa

• Đèo Ô Quy Hồ (Cổng Trời Sa Pa)

• Thác Bạc & Thác Tình Yêu

• Cầu kính Rồng Mây (đoạn giáp ranh)

• Chợ đêm Sa Pa

• Núi Hàm Rồng","Lào Cai, Bát Xát, Tam Đường (Lai Châu), Than Uyên (Lai Châu), Mù Cang Chải (Yên Bái)"
234,Lào Cai,Lào Cai,Cụm lớn,"Du lịch đô thị cửa khẩu biên giới, giao thương mua sắm, hành hương đền miếu linh thiêng ven sông Hồng và thưởng thức ẩm thực phố núi.","• Thành phố Lào Cai

• Cửa khẩu Quốc tế Lào Cai

• Đền Thượng & Đền Mẫu Lào Cai

• Chợ Cốc Lếu

• Cột mốc 102 (Cột mốc biên giới Việt - Trung)

• Công viên Thủy Hoa

• Cầu Kiều

• Đền Đôi Cô (Cam Đường)

• Chợ đêm Lào Cai","Sa Pa, Bát Xát, Bắc Hà, Hà Giang"
235,Lào Cai,Bát Xát,Cụm nhỏ,"Săn mây Y Tý ""thiên đường mây"", check-in Cột mốc Lũng Pô nơi sông Hồng chảy vào đất Việt, trekking đỉnh núi đại ngàn và văn hóa nhà trình tường Hà Nhì.","• Y Tý

• Cột mốc Lũng Pô (Nơi sông Hồng chảy vào đất Việt)

• Đỉnh Lảo Thẩn

• Bản Choản Thìn

• Bản Ngải Thầu & Ngải Thầu Thượng

• Rừng nguyên sinh Dền Sáng

• Thác Cầu Treo

• Suối Mường Hum & Chợ phiên Mường Hum","Sa Pa, Lào Cai, Phong Thổ (Lai Châu)"
236,Lào Cai,Bắc Hà,Cụm nhỏ,"Du lịch văn hóa ""Cao nguyên trắng"", trải nghiệm chợ phiên vùng cao rực rỡ sắc màu, thăm dinh biệt thự cổ và mùa hoa mận/lê nở trắng rừng.","• Dinh biệt thự Hoàng A Tưởng

• Chợ phiên Bắc Hà

• Chợ phiên Cán Cấu (Si Ma Cai)

• Đền Bắc Hà

• Thung lũng hoa Bắc Hà

• Bản Pho

• Thác Xang (Si Ma Cai)

• Đỉnh Lùng Phình

• Làng dệt thổ cẩm Thai Giang Phố","Lào Cai, Bảo Yên, Hoàng Su Phì (Hà Giang), Xín Mần (Hà Giang)"
237,Lào Cai,Bảo Yên,Cụm nhỏ,"Hành hương di tích đền Mẫu tâm linh linh thiêng, khám phá làng du lịch sinh thái cộng đồng dân tộc Tày và vãn cảnh sông Chảy.","• Đền Bảo Hà (Đền thờ Ông Hoàng Bảy)

• Làng du lịch cộng đồng Nghĩa Đô

• Đền Lăng Ga

• Đền Phúc Khánh

• Sông Chảy (đoạn Bảo Yên)

• Chợ phiên Nghĩa Đô","Bắc Hà, Lào Cai, Thác Bà (Yên Bái), Quang Bình (Hà Giang)"
238,Lào Cai,Mù Cang Chải,Cụm lớn,"Thám hiểm Danh thắng Quốc gia Đặc biệt Ruộng bậc thang, trải nghiệm bay dù lượn ""Bay trên mùa vàng"" qua đèo Khau Phạ và văn hóa H'Mông.","• Ruộng bậc thang Mâm Xôi (La Pán Tẩn)

• Ruộng bậc thang Mũi Ngựa (Dế Xu Phình)

• Đèo Khau Phạ

• Bản Lìm Mông & Bản Lìm Thái

• Ruộng bậc thang Chế Cu Nha

• Mù Cang Chải Resort

• Thác Pú Bầu

• Mỏm đá Bàn Tay

• Bản Lao Chải (Mù Cang Chải)","Nghĩa Lộ, Sa Pa (Lào Cai), Bắc Yên (Sơn La), Than Uyên (Lai Châu)"
239,Lào Cai,Nghĩa Lộ,Cụm lớn,"Khám phá thung lũng lòng chảo Mường Lò, thưởng thức nếp Tú Lệ & cốm Tày, tắm suối khoáng nóng tự nhiên, trekking chinh phục các đỉnh núi săn mây kỳ vĩ.","• Thị xã Nghĩa Lộ

• Cánh đồng Mường Lò

• Thung lũng Tú Lệ (Văn Chấn)

• Suối khoáng nóng Trạm Tấu

• Đỉnh Tà Chì Nhù (Trạm Tấu)

• Đỉnh Tà Xùa (đoạn Trạm Tấu - Yên Bái)

• Bản Hốc (Nghĩa Lộ)

• Đèo Lũng Lô

• Căng Đồn Nghĩa Lộ","Mù Cang Chải, Yên Bái, Bắc Yên (Sơn La), Hạ Hòa (Phú Thọ)"
240,Lào Cai,Yên Bái,Cụm lớn,"Du lịch đô thị trung tâm bên sông Hồng, viếng di tích lịch sử Nguyễn Thái Học, vãn cảnh đền miếu ven sông và thưởng thức ẩm thực vùng đồi xứ Tày, Kinh.","• Thành phố Yên Bái

• Di tích Quốc gia Mộ Nguyễn Thái Học & Nhà tưởng niệm

• Chợ Yên Bái

• Chùa Tùng Lâm (Chùa Bách Lẫm)

• Đền Tuần Lần

• Công viên Yên Hòa

• Cầu Cổ Phúc

• Bến cảng đường thủy sông Hồng","Thác Bà, Nghĩa Lộ, Bảo Yên (Lào Cai), Hạ Hòa (Phú Thọ)"
241,Lào Cai,Thác Bà,Cụm nhỏ,"Du ngoạn ""Hạ Long trên núi"" lòng hồ Thủy điện Thác Bà với hàng trăm đảo xanh, thám hiểm hang động karst, chiêm bái đền Mẫu và du lịch cộng đồng làng Tày, Dao.","• Hồ Thác Bà (Yên Bình)

• Nhà máy Thủy điện Thác Bà

• Đền Mẫu Thác Bà

• Động Thủy Cung

• Động Xuân Long

• Làng du lịch cộng đồng Vũ Linh / Ngô Luông

• Núi Yến & Núi Ông","Yên Bái, Bảo Yên (Lào Cai), Tuyên Quang, Hạ Hòa (Phú Thọ)"
242,Lai Châu,Lai Châu,Cụm lớn,"Thám hiểm đèo núi hùng vĩ bậc nhất Tây Bắc, trải nghiệm cầu kính trên mây, chinh phục các đỉnh núi đại ngàn, vãn cảnh động karst kiệt tác và du lịch cộng đồng dân tộc Thái, Lự.","• Thành phố Lai Châu

• Quần thể danh thắng Động Pu Sam Cap

• Cầu kính Rồng Mây (Tam Đường)

• Đèo Ô Quy Hồ (đoạn Lai Châu)

• Làng du lịch cộng đồng Bản Si Thâu Chái

• Làng du lịch cộng đồng Bản Hon (Dân tộc Lự)

• Bản Lao Chải 1

• Đỉnh Pu Ta Leng

• Đỉnh Tả Liên Sơn (Cổ Tiên Mountain)

• Tượng đài Bác Hồ với nhân dân các dân tộc Lai Châu

• Thác Tác Tình","Sìn Hồ, Phong Thổ, Than Uyên, Sa Pa (Lào Cai)"
243,Lai Châu,Sìn Hồ,Cụm nhỏ,"Nghỉ dưỡng khí hậu cao nguyên quanh năm mây phủ, trải nghiệm tắm lá thuốc cổ truyền người Dao, săn mây, đi chợ phiên sắc màu và ngoạn cảnh thung lũng kỳ vĩ.","• Cao nguyên Sìn Hồ

• Chợ phiên Sìn Hồ

• Thung lũng Pú Đao

• Dinh thự Đèo Văn Long (Sìn Hồ)

• Mỏm đá Sìn Hồ (Sống lưng Khủng Long Sìn Hồ)

• Đèo Chăn Nưa

• Các cơ sở tắm lá thuốc người Dao Đỏ / Dao Thanh Y

• Núi Đá Ô","Lai Châu, Phong Thổ, Mường Tè, Mường Lay (Điện Biên), Quỳnh Nhai (Sơn La)"
244,Lai Châu,Phong Thổ,Cụm nhỏ,"Check-in bản du lịch cộng đồng di sản ASEAN, tắm suối khoáng nóng tự nhiên, chinh phục đỉnh núi mây ngàn Bạch Mộc Lương Tử và giao thương cửa khẩu biên giới.","• Làng du lịch cộng đồng Sin Suối Hồ (Giải thưởng Du lịch ASEAN)

• Đỉnh Bạch Mộc Lương Tử / Kỳ Quan San (đoạn Lai Châu)

• Cửa khẩu Quốc tế Ma Lù Thàng

• Suối khoáng nóng Vàng Bó

• Chợ phiên Phong Thổ

• Thác Trái Tim (Sin Suối Hồ)

• Mốc biên giới 85","Lai Châu, Sìn Hồ, Bát Xát (Lào Cai), Mường Lay (Điện Biên)"
245,Lai Châu,Mường Tè,Cụm nhỏ,"Chinh phục Cột mốc 18(2) nơi sông Đà chảy vào đất Việt, trekking đỉnh núi Pu Si Lung hoang sơ kịch tính, thám hiểm rừng bảo tồn và văn hóa các dân tộc La Hủ, Cống, Mảng.","• Cột mốc 18(2) (Nơi Sông Đà chảy vào đất Việt)

• Đỉnh Pu Si Lung

• Khu bảo tồn thiên nhiên Mường Tè

• Thủy điện Lai Châu (Nậm Nhùn)

• Hòn đá Trắng (Mường Tè)

• Bản Pắc Ma

• Suối Nậm Nhé","Sìn Hồ, Phong Thổ, Mường Lay (Điện Biên), A Pa Chải (Điện Biên)"
246,Lai Châu,Than Uyên,Cụm nhỏ,"Chiêm ngưỡng thung lũng lòng chảo cánh đồng lúa lớn thứ 3 Tây Bắc, du ngoạn lòng hồ thủy điện mênh mang, chèo thuyền Kayak và du lịch sinh thái cộng đồng.","• Cánh đồng Mường Than (""Nhất Thanh, nhì Lò, tam Than, tứ Tấc"")

• Hồ Thủy điện Bản Chát

• Hồ Thủy điện Huội Quảng

• Làng du lịch cộng đồng Bản Lếch / Bản Thẩm Phè

• Vịnh Than Uyên (Hồ Nậm Cắt)

• Sông Nậm Mu

• Đèo Khau Co","Lai Châu, Sa Pa (Lào Cai), Mù Cang Chải (Yên Bái), Quỳnh Nhai (Sơn La)"
247,Cao Bằng,Cao Bằng,Cụm lớn,"Du lịch đô thị trung tâm bên sông Bằng Giang, khám phá văn hóa Công viên Địa chất Toàn cầu UNESCO Non nước Cao Bằng, thăm di tích lịch sử kháng chiến và thưởng thức ẩm thực đặc sản phố núi.","• Thành phố Cao Bằng

• Sông Bằng Giang & Sông Hiến

• Đền Kỳ Sầm (Thờ Nùng Trí Cao)

• Chợ trung tâm Cao Bằng

• Đền Mẫu Cao Bằng

• Chùa Phố Cũ

• Di tích đồn Phai Khắt & Nà Ngần (Nguyên Bình)

• Tượng đài Bác Hồ (TP. Cao Bằng)

• Di tích Chiến dịch Biên giới 1950 (Đông Khê - Thạch An)","Trùng Khánh, Thang Hen, Pác Bó, Lạng Sơn, Bắc Kạn"
248,Cao Bằng,Trùng Khánh,Cụm lớn,"Chiêm ngưỡng kiệt tác Thác Bản Giốc hùng vĩ bậc nhất Đông Nam Á, chèo SUP/Kayak sông Quây Sơn, thám hiểm động Ngườm Ngao, check-in làng đá cổ di sản và thưởng thức hạt dẻ Trùng Khánh.","• Thác Bản Giốc

• Động Ngườm Ngao

• Chùa Phật Tích Trúc Lâm Bản Giốc

• Sông Quây Sơn

• Thung lũng Phong Nam

• Làng đá cổ Khuổi Ky (Đàm Thủy)

• Bãi Dốc Lầy

• Làng rèn thủ công Pắc Rằng (Quảng Hòa)

• Đồn cửa khẩu Lý Quốc

• Chợ phiên Trùng Khánh","Cao Bằng, Thang Hen, Pác Bó, Lạng Sơn"
249,Cao Bằng,Pác Bó,Cụm nhỏ,"Hành hương Di tích Quốc gia Đặc biệt cội nguồn cách mạng Pác Bó, check-in suối nước xanh ngọc bích Lê Nin, núi Các Mác, viếng khu di tích Kim Đồng và thăm làng nghề thổ cẩm.","• Khu di tích Quốc gia Đặc biệt Pác Bó (Suối Lê Nin, Núi Các Mác, Hang Cốc Bố, Cột mốc 108, Đền thờ Bác Hồ)

• Khu di tích Lịch sử Kim Đồng (Làng Nà Mạ - Hà Quảng)

• Làng dệt thổ cẩm Luống Nọi (Hà Quảng)

• Cửa khẩu Quốc tế Sóc Giang

• Hang Ngườm Pốc

• Đèo Mã Phục (đoạn Hà Quảng)","Cao Bằng, Thang Hen, Trùng Khánh, Bảo Lạc, Hà Giang"
250,Cao Bằng,Thang Hen,Cụm nhỏ,"Thám hiểm Danh thắng Mắt Thần Núi (Núi Thủng) kỳ diệu, du ngoạn quần thể 36 hồ nước ngọt Thang Hen trên núi đá vôi, cắm trại thung lũng cỏ xanh và trekking Công viên Địa chất UNESCO.","• Quần thể Hồ Thang Hen (Trà Lĩnh)

• Danh thắng Mắt Thần Núi (Núi Thủng / Phja Piót - Trà Lĩnh)

• Tuyệt Tình Cốc Cao Bằng (Thung lũng xóm Cốc Trà)

• Hồ Mắt Thần

• Hang Hợp Hương

• Chợ phiên Trà Lĩnh

• Cửa khẩu Quốc tế Trà Lĩnh","Cao Bằng, Trùng Khánh, Pác Bó"
251,Cao Bằng,Bảo Lạc,Cụm nhỏ,"Chinh phục đèo 14 tầng Khau Cốc Chà kịch tính, thám hiểm đại ngàn sông Gâm, khám phá văn hóa bản địa độc đáo của người Lô Lô Đen, San Chỉ và du lịch sinh thái Vườn quốc gia Phia Oắc.","• Đèo Khau Cốc Chà (Đèo 14 tầng - Bảo Lạc)

• Làng du lịch cộng đồng người Lô Lô Đen (Bản Khuổi Khon - Bảo Lạc)

• Sông Gâm (đoạn Bảo Lạc & Bảo Lâm)

• Vườn quốc gia Phia Oắc - Phia Đén (Nguyên Bình)

• Trang trại chè Kolia Phia Đén

• Chợ phiên Bảo Lạc

• Đèo Gió (Nguyên Bình)","Cao Bằng, Pác Bó, Đồng Văn / Mèo Vạc (Hà Giang), Bắc Kạn"
252,Tuyên Quang,Đồng Văn,Cụm lớn,"Thám hiểm Công viên Địa chất Toàn cầu UNESCO Cao nguyên đá, chinh phục ""Tứ đại đỉnh đèo"" Mã Pí Lèng, đi thuyền trên sông Nho Quế, check-in Hẻm Tu Sản, thăm Cột cờ Lũng Cú, Dinh vua Mèo và trải nghiệm văn hóa H'Mông, Lô Lô.","• Cột cờ Lũng Cú

• Phố cổ Đồng Văn

• Dinh Bỉnh Vương (Dinh họ Vương / Vua Mèo)

• Đèo Mã Pí Lèng

• Sông Nho Quế & Hẻm Tu Sản

• Làng Lô Lô Chải

• Làng văn hóa du lịch Pả Vi (Mèo Vạc)

• Chợ phiên Đồng Văn

• Chợ tình Khau Vai (Mèo Vạc)

• Vách đá thần Mèo Vạc

• Cung đường Chữ M Mèo Vạc

• Đỉnh Lũng Pù","Hà Giang, Bảo Lạc (Cao Bằng), Na Hang (Tuyên Quang)"
253,Tuyên Quang,Hà Giang,Cụm lớn,"Du lịch đô thị trung tâm, check-in Cột mốc số 0, chinh phục Cổng trời Quản Bạ, ngắm Núi Đôi Cô Tiên, thử thách tay lái qua Dốc Thẩm Mã, dã ngoại rừng thông và vãn cảnh đền miếu linh thiêng.","• Thành phố Hà Giang

• Cột mốc số 0 (KM0 Hà Giang)

• Cổng trời Quản Bạ

• Núi Đôi Quản Bạ (Núi Cô Tiên)

• Cây cô đơn Cán Tỷ

• Dốc Thẩm Mã

• Dốc Chín Khoanh

• Rừng thông Yên Minh

• Đền Thượng & Đền Mẫu Hà Giang

• Núi Cấm Hà Giang

• Làng du lịch cộng đồng Thôn Tha / Hạ Thành

• Chợ phiên Tráng Kìm","Đồng Văn, Hoàng Su Phì, Bắc Hà (Lào Cai), Tuyên Quang"
254,Tuyên Quang,Hoàng Su Phì,Cụm nhỏ,"Thám hiểm Di tích Quốc gia Ruộng bậc thang kỳ vĩ, trekking chinh phục đỉnh Tây Côn Lĩnh & Chiêu Lầu Thi, ngắm thác rừng nguyên sinh, check-in bãi đá cổ và trải nghiệm văn hóa dân tộc Dao, La Chí, Nùng.","• Ruộng bậc thang Hoàng Su Phì (Bản Phùng, Bản Luốc, Thông Nguyên, Nam Ty)

• Đỉnh Tây Côn Lĩnh

• Đỉnh Chiêu Lầu Thi

• Thác Tiên - Đèo Gió (Xín Mần)

• Bãi đá cổ Nấm Dẩn (Xín Mần)

• Thảo nguyên Bùi Xùi

• Cửa khẩu Xín Mần

• Chợ phiên Hoàng Su Phì / Cóc Pài

• Khu sinh thái Pan Hou Resort","Hà Giang, Bắc Hà (Lào Cai), Bảo Yên (Lào Cai), Tuyên Quang"
255,Tuyên Quang,Tuyên Quang,Cụm lớn,"Du lịch đô thị trung tâm bên sông Lô, trẩy hội Lễ hội Thành Tuyên quy mô, tắm khoáng nóng Mỹ Lâm phục hồi sức khỏe, viếng cụm đền miếu di sản và thưởng thức đặc sản xứ Tuyên.","• Thành phố Tuyên Quang

• Quảng trường Nguyễn Tất Thành

• Khu du lịch Suối khoáng nóng Mỹ Lâm

• Thành cổ Tuyên Quang

• Chùa An Vinh

• Quần thể Đền Hạ, Đền Trung, Đền Thượng

• Đền Cảnh Xanh & Đền Cây Xanh

• Sông Lô (đoạn TP. Tuyên Quang)

• Chợ Tuyên Quang","Tân Trào, Na Hang, Thái Nguyên, Phú Thọ, Yên Bái"
